Mouse_Gene_Symbol,Mouse_Ensembl_ID,Human_Gene_Symbol,Human_Ensembl_ID,Homology_Type,Confidence,Percent_ID
Vps37d,ENSMUSG00000043614,,ENSG00000176428,ortholog_one2one,[],95.6175
Vps39,ENSMUSG00000027291,,ENSG00000166887,ortholog_one2one,[],97.2571
Vps41,ENSMUSG00000041236,,ENSG00000006715,ortholog_one2one,[],97.1897
Vps45,ENSMUSG00000015747,,ENSG00000136631,ortholog_one2one,[],97.0175
Vps4a,ENSMUSG00000031913,,ENSG00000132612,ortholog_one2one,[],99.0847
Vps4b,ENSMUSG00000009907,,ENSG00000119541,ortholog_one2one,[],95.4955
Vps51,ENSMUSG00000024797,,ENSG00000149823,ortholog_one2one,[],95.7801
Vps52,ENSMUSG00000024319,,ENSG00000223501,ortholog_one2one,[],98.2019
Vps53,ENSMUSG00000017288,,ENSG00000141252,ortholog_one2one,[],96.7548
Vps54,ENSMUSG00000020128,,ENSG00000143952,ortholog_one2one,[],92.6305
Vps72,ENSMUSG00000008958,,ENSG00000163159,ortholog_one2one,[],96.978
Vps8,ENSMUSG00000033653,,ENSG00000156931,ortholog_one2one,[],93.3473
Vps9d1,ENSMUSG00000001062,,ENSG00000075399,ortholog_one2one,[],83.0428
Vrk1,ENSMUSG00000021115,,ENSG00000100749,ortholog_one2one,[],87.1212
Vrk2,ENSMUSG00000064090,,ENSG00000028116,ortholog_one2one,[],68.7008
Vrk3,ENSMUSG00000002205,,ENSG00000105053,ortholog_one2one,[],71.73
Vsig10,ENSMUSG00000066894,,ENSG00000176834,ortholog_one2one,[],67.5926
Vsig10l,ENSMUSG00000070604,,ENSG00000186806,ortholog_one2one,[],69.2042
Vsig2,ENSMUSG00000001943,,ENSG00000019102,ortholog_one2one,[],81.9572
Vsig8,ENSMUSG00000049598,,ENSG00000243284,ortholog_one2one,[],86.715
Vsnl1,ENSMUSG00000054459,,ENSG00000163032,ortholog_one2one,[],100.0
Vstm2a,ENSMUSG00000048834,,ENSG00000170419,ortholog_one2one,[],83.3333
Vstm2b,ENSMUSG00000039257,,ENSG00000187135,ortholog_one2one,[],89.4737
Vstm4,ENSMUSG00000050666,,ENSG00000165633,ortholog_one2one,[],87.5
Vstm5,ENSMUSG00000031937,,ENSG00000214376,ortholog_one2one,[],77.0
Vta1,ENSMUSG00000019868,,ENSG00000009844,ortholog_one2one,[],91.8567
Vtcn1,ENSMUSG00000051076,,ENSG00000134258,ortholog_one2one,[],87.5887
Vti1a,ENSMUSG00000024983,,ENSG00000151532,ortholog_one2one,[],94.9309
Vti1b,ENSMUSG00000021124,,ENSG00000100568,ortholog_one2one,[],92.6724
Vwa1,ENSMUSG00000042116,,ENSG00000179403,ortholog_one2one,[],73.0337
Vwa2,ENSMUSG00000025082,,ENSG00000165816,ortholog_one2one,[],80.2649
Vwa3a,ENSMUSG00000030889,,ENSG00000175267,ortholog_one2one,[],70.777
Vwa3b,ENSMUSG00000050122,,ENSG00000168658,ortholog_one2one,[],68.1607
Vwa5b1,ENSMUSG00000028753,,ENSG00000158816,ortholog_one2one,[],72.7572
Vwa7,ENSMUSG00000007030,,ENSG00000204396,ortholog_one2one,[],82.2671
Vwa8,ENSMUSG00000058997,,ENSG00000102763,ortholog_one2one,[],86.1417
Ints14,ENSMUSG00000034263,,ENSG00000138614,ortholog_one2one,[],97.6834
Vwc2l,ENSMUSG00000045648,,ENSG00000174453,ortholog_one2one,[],98.6487
Vwce,ENSMUSG00000043789,,ENSG00000167992,ortholog_one2one,[],76.5445
Vwf,ENSMUSG00000001930,,ENSG00000110799,ortholog_one2one,[],83.363
Wac,ENSMUSG00000024283,,ENSG00000095787,ortholog_one2one,[],94.2813
Wapl,ENSMUSG00000041408,,ENSG00000062650,ortholog_one2one,[],93.5294
Wars1,ENSMUSG00000021266,,ENSG00000140105,ortholog_one2one,[],90.2335
Wars2,ENSMUSG00000004233,,ENSG00000116874,ortholog_one2one,[],86.3889
Was,ENSMUSG00000031165,,ENSG00000015285,ortholog_one2one,[],89.243
Wasf1,ENSMUSG00000019831,,ENSG00000112290,ortholog_one2one,[],98.39
Wasf2,ENSMUSG00000028868,,ENSG00000158195,ortholog_one2one,[],91.5663
Wasf3,ENSMUSG00000029636,,ENSG00000132970,ortholog_one2one,[],93.6255
Wasl,ENSMUSG00000029684,,ENSG00000106299,ortholog_one2one,[],95.4455
Wbp1,ENSMUSG00000030035,,ENSG00000239779,ortholog_one2one,[],84.7584
Wbp1l,ENSMUSG00000047731,,ENSG00000166272,ortholog_one2one,[],88.4297
Wbp2,ENSMUSG00000034341,,ENSG00000132471,ortholog_one2one,[],96.9349
Wbp4,ENSMUSG00000022023,,ENSG00000120688,ortholog_one2one,[],78.1915
Tceal9,ENSMUSG00000042712,,ENSG00000185222,ortholog_one2one,[],74.0385
Rcc1l,ENSMUSG00000061979,,ENSG00000274523,ortholog_one2one,[],89.8707
Galnt17,ENSMUSG00000034040,,ENSG00000185274,ortholog_one2one,[],98.495
Bud23,ENSMUSG00000005378,,ENSG00000071462,ortholog_one2one,[],79.7153
Mettl27,ENSMUSG00000040557,,ENSG00000165171,ortholog_one2one,[],63.6735
Wdfy1,ENSMUSG00000073643,,ENSG00000085449,ortholog_one2one,[],97.8049
Wdfy2,ENSMUSG00000014547,,ENSG00000139668,ortholog_one2one,[],98.25
Wdfy3,ENSMUSG00000043940,,ENSG00000163625,ortholog_one2one,[],96.3982
Wdfy4,ENSMUSG00000051506,,ENSG00000128815,ortholog_one2one,[],81.2814
Wdhd1,ENSMUSG00000037572,,ENSG00000198554,ortholog_one2one,[],82.9052
Wdpcp,ENSMUSG00000020319,,ENSG00000143951,ortholog_one2one,[],75.8713
Wdr1,ENSMUSG00000005103,,ENSG00000071127,ortholog_one2one,[],95.2145
Wdr11,ENSMUSG00000032253,,ENSG00000146247,ortholog_one2one,[],94.8929
Wdr12,ENSMUSG00000026019,,ENSG00000138442,ortholog_one2one,[],93.8534
Wdr13,ENSMUSG00000031166,,ENSG00000101940,ortholog_one2one,[],99.1753
Wdr17,ENSMUSG00000039375,,ENSG00000150627,ortholog_one2one,[],88.5425
Wdr18,ENSMUSG00000035754,,ENSG00000065268,ortholog_one2one,[],83.3333
Wdr19,ENSMUSG00000037890,,ENSG00000157796,ortholog_one2one,[],89.5678
Wdr24,ENSMUSG00000025737,,ENSG00000127580,ortholog_one2one,[],95.5696
Wdr25,ENSMUSG00000040877,,ENSG00000176473,ortholog_one2one,[],77.5735
Wdr26,ENSMUSG00000038733,,ENSG00000162923,ortholog_one2one,[],92.7727
Wdr27,ENSMUSG00000046991,,ENSG00000184465,ortholog_one2one,[],58.8827
Wdr3,ENSMUSG00000033285,,ENSG00000065183,ortholog_one2one,[],90.9862
Wdr31,ENSMUSG00000028391,,ENSG00000148225,ortholog_one2one,[],83.1063
Wdr33,ENSMUSG00000024400,,ENSG00000136709,ortholog_one2one,[],96.0329
Dync2i2,ENSMUSG00000039715,,ENSG00000119333,ortholog_one2one,[],82.4627
Wdr35,ENSMUSG00000066643,,ENSG00000118965,ortholog_one2one,[],92.2222
Wdr36,ENSMUSG00000038299,,ENSG00000134987,ortholog_one2one,[],88.9385
Wdr37,ENSMUSG00000021147,,ENSG00000047056,ortholog_one2one,[],96.9636
Wdr38,ENSMUSG00000035295,,ENSG00000136918,ortholog_one2one,[],72.293
Wdr4,ENSMUSG00000024037,,ENSG00000160193,ortholog_one2one,[],75.4854
Wdr41,ENSMUSG00000042015,,ENSG00000164253,ortholog_one2one,[],51.1983
Wdr43,ENSMUSG00000041057,,ENSG00000163811,ortholog_one2one,[],85.5244
Wdr44,ENSMUSG00000036769,,ENSG00000131725,ortholog_one2one,[],92.2234
Wdr45,ENSMUSG00000039382,,ENSG00000196998,ortholog_one2one,[],97.7778
Wdr45b,ENSMUSG00000025173,,ENSG00000141580,ortholog_one2one,[],99.1279
Wdr46,ENSMUSG00000024312,,ENSG00000227057,ortholog_one2one,[],85.082
Wdr47,ENSMUSG00000040389,,ENSG00000085433,ortholog_one2one,[],95.5386
Wdr48,ENSMUSG00000032512,,ENSG00000114742,ortholog_one2one,[],98.8183
Wdr5,ENSMUSG00000026917,,ENSG00000196363,ortholog_one2one,[],100.0
Wdr53,ENSMUSG00000022787,,ENSG00000185798,ortholog_one2one,[],83.5196
Wdr54,ENSMUSG00000030032,,ENSG00000005448,ortholog_one2one,[],88.6228
Wdr55,ENSMUSG00000042660,,ENSG00000120314,ortholog_one2one,[],88.5117
Wdr59,ENSMUSG00000031959,,ENSG00000103091,ortholog_one2one,[],96.3039
Wdr5b,ENSMUSG00000034379,,ENSG00000196981,ortholog_one2one,[],82.7273
Wdr6,ENSMUSG00000066357,,ENSG00000178252,ortholog_one2one,[],86.7975
Dync2i1,ENSMUSG00000042050,,ENSG00000126870,ortholog_one2one,[],70.3565
Skic8,ENSMUSG00000061559,,ENSG00000140395,ortholog_one2one,[],97.3771
Wdr62,ENSMUSG00000037020,,ENSG00000075702,ortholog_one2one,[],77.216
Wdr64,ENSMUSG00000026523,,ENSG00000162843,ortholog_one2one,[],79.1934
Wdr66,ENSMUSG00000029442,,ENSG00000158023,ortholog_one2one,[],71.6275
Wdr7,ENSMUSG00000040560,,ENSG00000091157,ortholog_one2one,[],95.0336
Wdr70,ENSMUSG00000039828,,ENSG00000082068,ortholog_one2one,[],91.4373
Wdr72,ENSMUSG00000044976,,ENSG00000166415,ortholog_one2one,[],79.0381
Wdr73,ENSMUSG00000025722,,ENSG00000177082,ortholog_one2one,[],78.0423
Wdr74,ENSMUSG00000042729,,ENSG00000133316,ortholog_one2one,[],89.3506
Wdr75,ENSMUSG00000025995,,ENSG00000115368,ortholog_one2one,[],84.9398
Wdr76,ENSMUSG00000027242,,ENSG00000092470,ortholog_one2one,[],71.4058
Wdr77,ENSMUSG00000000561,,ENSG00000116455,ortholog_one2one,[],89.7661
Dnai4,ENSMUSG00000035126,,ENSG00000152763,ortholog_one2one,[],70.8726
Wdr81,ENSMUSG00000045374,,ENSG00000167716,ortholog_one2one,[],87.12
Wdr82,ENSMUSG00000020257,,ENSG00000164091,ortholog_one2one,[],100.0
Wdr83,ENSMUSG00000005150,,ENSG00000123154,ortholog_one2one,[],93.9683
Wdr83os,ENSMUSG00000059355,,ENSG00000105583,ortholog_one2one,[],100.0
Wdr86,ENSMUSG00000055235,,ENSG00000187260,ortholog_one2one,[],87.766
Wdr89,ENSMUSG00000045690,,ENSG00000140006,ortholog_one2one,[],80.8786
Wdr90,ENSMUSG00000073434,,ENSG00000161996,ortholog_one2one,[],71.7963
Wdr91,ENSMUSG00000058486,,ENSG00000105875,ortholog_one2one,[],92.2356
Dnaaf10,ENSMUSG00000078970,,ENSG00000243667,ortholog_one2one,[],93.5574
Wdr93,ENSMUSG00000039099,,ENSG00000140527,ortholog_one2one,[],64.723
Wdsub1,ENSMUSG00000026988,,ENSG00000196151,ortholog_one2one,[],82.1429
Wdtc1,ENSMUSG00000037622,,ENSG00000142784,ortholog_one2one,[],97.0458
Wdyhv1,ENSMUSG00000022359,,ENSG00000156795,ortholog_one2one,[],83.9024
Wee1,ENSMUSG00000031016,,ENSG00000166483,ortholog_one2one,[],90.5573
Wfdc1,ENSMUSG00000023336,,ENSG00000103175,ortholog_one2one,[],78.6364
Wfdc2,ENSMUSG00000017723,,ENSG00000101443,ortholog_one2one,[],62.0968
Wfdc3,ENSMUSG00000076434,,ENSG00000124116,ortholog_one2one,[],38.0952
Wfdc8,ENSMUSG00000070533,,ENSG00000158901,ortholog_one2one,[],49.3776
Wfs1,ENSMUSG00000039474,,ENSG00000109501,ortholog_one2one,[],86.8539
Whamm,ENSMUSG00000045795,,ENSG00000156232,ortholog_one2one,[],65.6366
Whrn,ENSMUSG00000039137,,ENSG00000095397,ortholog_one2one,[],88.4234
Nsd2,ENSMUSG00000057406,,ENSG00000109685,ortholog_one2one,[],90.9157
Nsd3,ENSMUSG00000054823,,ENSG00000147548,ortholog_one2one,[],91.7884
Pym1,ENSMUSG00000064030,,ENSG00000170473,ortholog_one2one,[],89.7059
Wif1,ENSMUSG00000020218,,ENSG00000156076,ortholog_one2one,[],93.9314
Wipf1,ENSMUSG00000075284,,ENSG00000115935,ortholog_one2one,[],88.4692
Wipf2,ENSMUSG00000038013,,ENSG00000171475,ortholog_one2one,[],93.8636
Wipf3,ENSMUSG00000086040,,ENSG00000122574,ortholog_one2one,[],78.882
Wipi1,ENSMUSG00000041895,,ENSG00000070540,ortholog_one2one,[],94.3946
Wipi2,ENSMUSG00000029578,,ENSG00000157954,ortholog_one2one,[],93.1718
Ccn4,ENSMUSG00000005124,,ENSG00000104415,ortholog_one2one,[],83.6512
Wiz,ENSMUSG00000024050,,ENSG00000011451,ortholog_one2one,[],72.3134
Wls,ENSMUSG00000028173,,ENSG00000116729,ortholog_one2one,[],96.1183
Wnk1,ENSMUSG00000045962,,ENSG00000060237,ortholog_one2one,[],80.1847
Wnk2,ENSMUSG00000037989,,ENSG00000165238,ortholog_one2one,[],78.8904
Wnk3,ENSMUSG00000041245,,ENSG00000196632,ortholog_one2one,[],79.2778
Wnk4,ENSMUSG00000035112,,ENSG00000126562,ortholog_one2one,[],86.243
Wnt2,ENSMUSG00000010797,,ENSG00000105989,ortholog_one2one,[],96.3889
Wnt4,ENSMUSG00000036856,,ENSG00000162552,ortholog_one2one,[],98.8604
Wnt5a,ENSMUSG00000021994,,ENSG00000114251,ortholog_one2one,[],98.4211
Wnt5b,ENSMUSG00000030170,,ENSG00000111186,ortholog_one2one,[],94.1504
Wnt6,ENSMUSG00000033227,,ENSG00000115596,ortholog_one2one,[],97.5342
Wnt7b,ENSMUSG00000022382,,ENSG00000188064,ortholog_one2one,[],74.7851
Wnt8b,ENSMUSG00000036961,,ENSG00000075290,ortholog_one2one,[],95.7265
Wnt9a,ENSMUSG00000000126,,ENSG00000143816,ortholog_one2one,[],97.2603
Wnt9b,ENSMUSG00000018486,,ENSG00000158955,ortholog_one2one,[],92.7171
Wrap53,ENSMUSG00000041346,,ENSG00000141499,ortholog_one2one,[],77.1898
Wrap73,ENSMUSG00000029029,,ENSG00000116213,ortholog_one2one,[],88.2609
Wrn,ENSMUSG00000031583,,ENSG00000165392,ortholog_one2one,[],69.6229
Wrnip1,ENSMUSG00000021400,,ENSG00000124535,ortholog_one2one,[],95.0376
Wsb1,ENSMUSG00000017677,,ENSG00000109046,ortholog_one2one,[],92.6366
Wsb2,ENSMUSG00000029364,,ENSG00000176871,ortholog_one2one,[],95.297
Wscd1,ENSMUSG00000020811,,ENSG00000179314,ortholog_one2one,[],85.5652
Wscd2,ENSMUSG00000063430,,ENSG00000075035,ortholog_one2one,[],92.7434
Wt1,ENSMUSG00000016458,,ENSG00000184937,ortholog_one2one,[],92.5287
Wtap,ENSMUSG00000060475,,ENSG00000146457,ortholog_one2one,[],96.2121
Wtip,ENSMUSG00000036459,,ENSG00000142279,ortholog_one2one,[],81.8605
Wwc1,ENSMUSG00000018849,,ENSG00000113645,ortholog_one2one,[],91.5544
Wwc2,ENSMUSG00000031563,,ENSG00000151718,ortholog_one2one,[],86.5772
Wwox,ENSMUSG00000004637,,ENSG00000186153,ortholog_one2one,[],93.4783
Wwp1,ENSMUSG00000041058,,ENSG00000123124,ortholog_one2one,[],90.4555
Wwp2,ENSMUSG00000031930,,ENSG00000198373,ortholog_one2one,[],95.977
Wwtr1,ENSMUSG00000027803,,ENSG00000018408,ortholog_one2one,[],90.75
Xab2,ENSMUSG00000019470,,ENSG00000076924,ortholog_one2one,[],98.8304
Xaf1,ENSMUSG00000040483,,ENSG00000132530,ortholog_one2one,[],44.8505
Xbp1,ENSMUSG00000020484,,ENSG00000100219,ortholog_one2one,[],84.5745
Xdh,ENSMUSG00000024066,,ENSG00000158125,ortholog_one2one,[],89.2723
Xiap,ENSMUSG00000025860,,ENSG00000101966,ortholog_one2one,[],89.336
Xirp2,ENSMUSG00000027022,,ENSG00000163092,ortholog_one2one,[],66.9484
Xk,ENSMUSG00000015342,,ENSG00000047597,ortholog_one2one,[],82.4324
Xkr4,ENSMUSG00000051951,,ENSG00000206579,ortholog_one2one,[],95.5385
Xkr6,ENSMUSG00000035067,,ENSG00000171044,ortholog_one2one,[],93.7598
Xkr8,ENSMUSG00000037752,,ENSG00000158156,ortholog_one2one,[],68.8608
Xkr9,ENSMUSG00000067813,,ENSG00000221947,ortholog_one2one,[],76.6756
Xkrx,ENSMUSG00000031258,,ENSG00000182489,ortholog_one2one,[],91.9822
Xpa,ENSMUSG00000028329,,ENSG00000136936,ortholog_one2one,[],72.5275
Xpc,ENSMUSG00000030094,,ENSG00000154767,ortholog_one2one,[],74.3617
Xpnpep1,ENSMUSG00000025027,,ENSG00000108039,ortholog_one2one,[],95.1952
Xpnpep2,ENSMUSG00000037005,,ENSG00000122121,ortholog_one2one,[],81.3056
Xpnpep3,ENSMUSG00000022401,,ENSG00000196236,ortholog_one2one,[],90.5325
Xpo1,ENSMUSG00000020290,,ENSG00000082898,ortholog_one2one,[],98.0392
Xpo4,ENSMUSG00000021952,,ENSG00000132953,ortholog_one2one,[],98.523
Xpo5,ENSMUSG00000067150,,ENSG00000124571,ortholog_one2one,[],87.7076
Xpo6,ENSMUSG00000000131,,ENSG00000169180,ortholog_one2one,[],97.9556
Xpo7,ENSMUSG00000022100,,ENSG00000130227,ortholog_one2one,[],99.172
Xpot,ENSMUSG00000034667,,ENSG00000184575,ortholog_one2one,[],95.1143
Xpr1,ENSMUSG00000026469,,ENSG00000143324,ortholog_one2one,[],95.1149
Xrcc1,ENSMUSG00000051768,,ENSG00000073050,ortholog_one2one,[],85.94
Xrcc2,ENSMUSG00000028933,,ENSG00000196584,ortholog_one2one,[],77.8571
Xrcc3,ENSMUSG00000021287,,ENSG00000126215,ortholog_one2one,[],73.4104
Xrcc4,ENSMUSG00000021615,,ENSG00000152422,ortholog_one2one,[],73.6527
Xrcc5,ENSMUSG00000026187,,ENSG00000079246,ortholog_one2one,[],78.2787
Xrcc6,ENSMUSG00000022471,,ENSG00000196419,ortholog_one2one,[],83.2512
Atp23,ENSMUSG00000025436,,ENSG00000166896,ortholog_one2one,[],80.4878
Xrn1,ENSMUSG00000032410,,ENSG00000114127,ortholog_one2one,[],88.1346
Xrn2,ENSMUSG00000027433,,ENSG00000088930,ortholog_one2one,[],96.1053
Xrra1,ENSMUSG00000035211,,ENSG00000166435,ortholog_one2one,[],72.875
Xxylt1,ENSMUSG00000047434,,ENSG00000173950,ortholog_one2one,[],92.6209
Xylb,ENSMUSG00000035769,,ENSG00000093217,ortholog_one2one,[],87.6866
Xylt1,ENSMUSG00000030657,,ENSG00000103489,ortholog_one2one,[],90.4067
Xylt2,ENSMUSG00000020868,,ENSG00000015532,ortholog_one2one,[],93.526
Yae1d1,ENSMUSG00000075054,,ENSG00000241127,ortholog_one2one,[],66.8142
Yaf2,ENSMUSG00000022634,,ENSG00000015153,ortholog_one2one,[],91.1111
Yap1,ENSMUSG00000053110,,ENSG00000137693,ortholog_one2one,[],88.6905
Yars,ENSMUSG00000028811,,ENSG00000134684,ortholog_one2one,[],96.5909
Yars2,ENSMUSG00000022792,,ENSG00000139131,ortholog_one2one,[],84.4864
Ybey,ENSMUSG00000033126,,ENSG00000182362,ortholog_one2one,[],76.0479
Ybx1,ENSMUSG00000028639,,ENSG00000065978,ortholog_one2one,[],98.4568
Ybx2,ENSMUSG00000018554,,ENSG00000006047,ortholog_one2one,[],89.2857
Ybx3,ENSMUSG00000030189,,ENSG00000060138,ortholog_one2one,[],86.2903
Ydjc,ENSMUSG00000041774,,ENSG00000161179,ortholog_one2one,[],85.7585
Yeats2,ENSMUSG00000041215,,ENSG00000163872,ortholog_one2one,[],86.5682
Yeats4,ENSMUSG00000020171,,ENSG00000127337,ortholog_one2one,[],99.5595
Yes1,ENSMUSG00000014932,,ENSG00000176105,ortholog_one2one,[],95.9484
Yif1a,ENSMUSG00000024875,,ENSG00000174851,ortholog_one2one,[],92.4915
Yif1b,ENSMUSG00000030588,,ENSG00000167645,ortholog_one2one,[],84.7134
Yipf1,ENSMUSG00000057375,,ENSG00000058799,ortholog_one2one,[],87.5817
Yipf2,ENSMUSG00000032182,,ENSG00000130733,ortholog_one2one,[],80.3797
Yipf3,ENSMUSG00000071074,,ENSG00000137207,ortholog_one2one,[],96.0
Yipf4,ENSMUSG00000024072,,ENSG00000119820,ortholog_one2one,[],97.9508
Yipf5,ENSMUSG00000024487,,ENSG00000145817,ortholog_one2one,[],92.607
Yipf6,ENSMUSG00000047694,,ENSG00000181704,ortholog_one2one,[],83.4746
Yjefn3,ENSMUSG00000048967,,ENSG00000250067,ortholog_one2one,[],67.5585
Ykt6,ENSMUSG00000002741,,ENSG00000106636,ortholog_one2one,[],92.9293
Ylpm1,ENSMUSG00000021244,,ENSG00000119596,ortholog_one2one,[],88.8164
Yme1l1,ENSMUSG00000026775,,ENSG00000136758,ortholog_one2one,[],95.1117
Yod1,ENSMUSG00000046404,,ENSG00000180667,ortholog_one2one,[],87.069
Ypel1,ENSMUSG00000022773,,ENSG00000100027,ortholog_one2one,[],98.3193
Ypel2,ENSMUSG00000018427,,ENSG00000175155,ortholog_one2one,[],100.0
Ypel3,ENSMUSG00000042675,,ENSG00000090238,ortholog_one2one,[],75.7962
Ypel5,ENSMUSG00000039770,,ENSG00000119801,ortholog_one2one,[],100.0
Yrdc,ENSMUSG00000028889,,ENSG00000196449,ortholog_one2one,[],85.6631
Ythdc1,ENSMUSG00000035851,,ENSG00000083896,ortholog_one2one,[],96.9739
Ythdc2,ENSMUSG00000034653,,ENSG00000047188,ortholog_one2one,[],96.993
Ythdf1,ENSMUSG00000038848,,ENSG00000149658,ortholog_one2one,[],93.7388
Ythdf2,ENSMUSG00000040025,,ENSG00000198492,ortholog_one2one,[],99.6546
Ythdf3,ENSMUSG00000047213,,ENSG00000185728,ortholog_one2one,[],98.8034
Ywhab,ENSMUSG00000018326,,ENSG00000166913,ortholog_one2one,[],98.7805
Ywhae,ENSMUSG00000020849,,ENSG00000108953,ortholog_one2one,[],100.0
Ywhag,ENSMUSG00000051391,,ENSG00000170027,ortholog_one2one,[],100.0
Ywhah,ENSMUSG00000018965,,ENSG00000128245,ortholog_one2one,[],99.187
Ywhaq,ENSMUSG00000076432,,ENSG00000134308,ortholog_one2one,[],99.5918
Ywhaz,ENSMUSG00000022285,,ENSG00000164924,ortholog_one2one,[],99.5918
Yy1,ENSMUSG00000021264,,ENSG00000100811,ortholog_one2one,[],99.0338
Zadh2,ENSMUSG00000049090,,ENSG00000180011,ortholog_one2one,[],88.0637
Map3k20,ENSMUSG00000004085,,ENSG00000091436,ortholog_one2one,[],92.125
Zan,ENSMUSG00000079173,,ENSG00000146839,ortholog_one2one,[],57.2546
Zap70,ENSMUSG00000026117,,ENSG00000115085,ortholog_one2one,[],93.3764
Zbbx,ENSMUSG00000034151,,ENSG00000169064,ortholog_one2one,[],48.0334
Zbed3,ENSMUSG00000041995,,ENSG00000132846,ortholog_one2one,[],50.4273
Zbed4,ENSMUSG00000034333,,ENSG00000100426,ortholog_one2one,[],82.0666
Zbed5,ENSMUSG00000034173,,ENSG00000232040,ortholog_one2one,[],18.4151
Zbp1,ENSMUSG00000027514,,ENSG00000124256,ortholog_one2one,[],44.9883
Zbtb1,ENSMUSG00000033454,,ENSG00000126804,ortholog_one2one,[],95.0912
Zbtb10,ENSMUSG00000069114,,ENSG00000205189,ortholog_one2one,[],87.9449
Zbtb11,ENSMUSG00000022601,,ENSG00000066422,ortholog_one2one,[],89.1738
Zbtb12,ENSMUSG00000049823,,ENSG00000204366,ortholog_one2one,[],97.3856
Zbtb14,ENSMUSG00000049672,,ENSG00000198081,ortholog_one2one,[],99.3318
Zbtb16,ENSMUSG00000066687,,ENSG00000109906,ortholog_one2one,[],96.7311
Zbtb17,ENSMUSG00000006215,,ENSG00000116809,ortholog_one2one,[],91.9054
Zbtb18,ENSMUSG00000063659,,ENSG00000179456,ortholog_one2one,[],99.435
Zbtb2,ENSMUSG00000075327,,ENSG00000181472,ortholog_one2one,[],94.9416
Zbtb20,ENSMUSG00000022708,,ENSG00000181722,ortholog_one2one,[],97.7058
Zbtb21,ENSMUSG00000046962,,ENSG00000173276,ortholog_one2one,[],86.4916
Zbtb22,ENSMUSG00000051390,,ENSG00000236104,ortholog_one2one,[],86.5931
Zbtb24,ENSMUSG00000019826,,ENSG00000112365,ortholog_one2one,[],82.066
Zbtb25,ENSMUSG00000056459,,ENSG00000089775,ortholog_one2one,[],91.7241
Zbtb26,ENSMUSG00000050714,,ENSG00000171448,ortholog_one2one,[],95.6916
Zbtb3,ENSMUSG00000071661,,ENSG00000185670,ortholog_one2one,[],83.0153
Zbtb33,ENSMUSG00000048047,,ENSG00000177485,ortholog_one2one,[],88.0952
Zbtb34,ENSMUSG00000068966,,ENSG00000177125,ortholog_one2one,[],92.8571
Zbtb37,ENSMUSG00000043467,,ENSG00000185278,ortholog_one2one,[],95.0298
Zbtb38,ENSMUSG00000040433,,ENSG00000177311,ortholog_one2one,[],81.3389
Zbtb39,ENSMUSG00000044617,,ENSG00000166860,ortholog_one2one,[],88.764
Zbtb4,ENSMUSG00000018750,,ENSG00000174282,ortholog_one2one,[],85.1925
Zbtb40,ENSMUSG00000060862,,ENSG00000184677,ortholog_one2one,[],79.0153
Zbtb41,ENSMUSG00000033964,,ENSG00000177888,ortholog_one2one,[],93.7294
Zbtb42,ENSMUSG00000037638,,ENSG00000179627,ortholog_one2one,[],75.5924
Zbtb43,ENSMUSG00000026788,,ENSG00000169155,ortholog_one2one,[],92.9336
Zbtb44,ENSMUSG00000047412,,ENSG00000196323,ortholog_one2one,[],95.9649
Zbtb45,ENSMUSG00000049600,,ENSG00000119574,ortholog_one2one,[],87.6712
Zbtb46,ENSMUSG00000027583,,ENSG00000130584,ortholog_one2one,[],91.3413
Zbtb48,ENSMUSG00000028952,,ENSG00000204859,ortholog_one2one,[],90.843
Zbtb49,ENSMUSG00000029127,,ENSG00000168826,ortholog_one2one,[],74.1176
Zbtb5,ENSMUSG00000049657,,ENSG00000168795,ortholog_one2one,[],93.0576
Zbtb6,ENSMUSG00000066798,,ENSG00000186130,ortholog_one2one,[],92.4528
Zbtb7a,ENSMUSG00000035011,,ENSG00000178951,ortholog_one2one,[],87.6712
Zbtb7b,ENSMUSG00000028042,,ENSG00000160685,ortholog_one2one,[],91.6512
Zbtb7c,ENSMUSG00000044646,,ENSG00000184828,ortholog_one2one,[],94.1842
Zbtb8a,ENSMUSG00000028807,,ENSG00000160062,ortholog_one2one,[],83.4467
Zbtb8b,ENSMUSG00000048485,,ENSG00000273274,ortholog_one2one,[],82.6263
Zbtb8os,ENSMUSG00000057572,,ENSG00000176261,ortholog_one2one,[],95.8084
Zc2hc1a,ENSMUSG00000043542,,ENSG00000104427,ortholog_one2one,[],87.0769
Zc2hc1c,ENSMUSG00000045064,,ENSG00000119703,ortholog_one2one,[],62.5
Zc3h10,ENSMUSG00000039810,,ENSG00000135482,ortholog_one2one,[],97.235
Zc3h12a,ENSMUSG00000042677,,ENSG00000163874,ortholog_one2one,[],82.3038
Zc3h12b,ENSMUSG00000035045,,ENSG00000102053,ortholog_one2one,[],90.6699
Zc3h12c,ENSMUSG00000035164,,ENSG00000149289,ortholog_one2one,[],92.0725
Zc3h12d,ENSMUSG00000039981,,ENSG00000178199,ortholog_one2one,[],65.8444
Zc3h13,ENSMUSG00000022000,,ENSG00000123200,ortholog_one2one,[],86.1594
Zc3h14,ENSMUSG00000021012,,ENSG00000100722,ortholog_one2one,[],89.8098
Zc3h15,ENSMUSG00000027091,,ENSG00000065548,ortholog_one2one,[],95.5399
Zc3h18,ENSMUSG00000017478,,ENSG00000158545,ortholog_one2one,[],90.6611
